dropoff_datetime,dropoff_latitude,dropoff_longitude
2013-01-13 09:25:00,40.714947000000002,-74.014137000000005
2013-01-13 10:33:00,40.714292,-74.014932999999999
2013-01-13 11:42:00,40.71499,-74.013985000000005
2013-01-13 11:29:00,40.715297999999997,-74.014382999999995
2013-01-13 10:50:00,40.714765,-74.014116999999999
2013-01-13 12:23:00,40.714137000000001,-74.014802000000003
2013-01-13 10:46:00,40.714374999999997,-74.013976999999997
2013-01-13 13:54:00,40.714976999999998,-74.014893000000001
2013-01-13 12:43:00,40.714230000000001,-74.013980000000004
2013-01-13 13:44:00,40.714199999999998,-74.014448000000002
2013-01-13 14:01:00,40.714247,-74.014009999999999
2013-01-13 14:40:00,40.714122000000003,-74.014647999999994
2013-01-13 16:35:00,40.715155000000003,-74.014752999999999
2013-01-13 15:23:00,40.715274999999998,-74.014771999999994
2013-01-13 14:47:00,40.714112,-74.014544999999998
2013-01-13 19:27:00,40.715147999999999,-74.014048000000003
2013-01-13 14:01:00,40.714236999999997,-74.014098000000004
2013-01-13 16:30:00,40.714382000000001,-74.014054999999999
2013-01-13 18:06:00,40.714105000000004,-74.014769999999999
2013-01-13 20:11:00,40.715178000000002,-74.014430000000004
2013-01-14 06:21:00,40.714664999999997,-74.014002000000005
2013-01-14 06:11:00,40.714635000000001,-74.014182000000005
2013-01-14 06:27:00,40.714243000000003,-74.014697999999996
2013-01-14 08:24:00,40.714126999999998,-74.014336999999998
2013-01-14 07:24:00,40.714308000000003,-74.014183000000003
2013-01-14 08:59:00,40.714866999999998,-74.014737999999994
2013-01-14 08:20:00,40.714559999999999,-74.014099999999999
2013-01-14 09:42:00,40.714337999999998,-74.014612
2013-01-14 07:47:00,40.714241999999999,-74.014757000000003
2013-01-14 08:49:00,40.714655,-74.014013000000006
2013-01-14 06:58:00,40.714382000000001,-74.014039999999994
2013-01-14 00:36:00,40.714106999999998,-74.014934999999994
2013-01-14 09:26:00,40.715167000000001,-74.014257000000001
2013-01-14 08:07:00,40.715291999999998,-74.014151999999996
2013-01-14 09:37:00,40.714457000000003,-74.013990000000007
2013-01-14 08:09:00,40.714252000000002,-74.014167
2013-01-14 08:18:00,40.714419999999997,-74.013997000000003
2013-01-14 08:43:00,40.714258000000001,-74.014357000000004
2013-01-14 06:32:00,40.714193000000002,-74.014493000000002
2013-01-14 09:31:00,40.714790000000001,-74.014610000000005
2013-01-14 08:00:00,40.714289999999998,-74.013981999999999
2013-01-14 06:42:00,40.714478,-74.014111999999997
2013-01-14 09:02:00,40.714320000000001,-74.014173
2013-01-14 06:54:00,40.714897000000001,-74.014022999999995
2013-01-14 08:09:00,40.715217000000003,-74.013994999999994
2013-01-14 07:57:00,40.714202,-74.014337999999995
2013-01-14 10:29:00,40.714722999999999,-74.014542000000006
2013-01-14 09:09:00,40.714455000000001,-74.014009999999999
2013-01-14 09:04:00,40.714410000000001,-74.014262000000002
2013-01-14 08:40:00,40.714188,-74.014099999999999
2013-01-14 09:57:00,40.715206999999999,-74.014182000000005
2013-01-14 10:06:00,40.714387000000002,-74.014669999999995
2013-01-14 09:45:00,40.714328000000002,-74.014520000000005
2013-01-14 09:07:00,40.714578000000003,-74.014456999999993
2013-01-14 10:01:00,40.715246999999998,-74.013971999999995
2013-01-14 11:30:00,40.714911999999998,-74.014137000000005
2013-01-14 12:35:00,40.714416999999997,-74.013987
2013-01-14 09:16:00,40.714632000000002,-74.013997000000003
2013-01-14 09:34:00,40.714187000000003,-74.014132000000004
2013-01-14 10:34:00,40.715209999999999,-74.014148000000006
2013-01-14 12:18:00,40.715091999999999,-74.014431999999999
2013-01-14 11:38:00,40.714790000000001,-74.014296999999999
2013-01-14 09:08:00,40.714478,-74.013992999999999
2013-01-14 09:22:00,40.714216999999998,-74.014054999999999
2013-01-14 13:26:00,40.71443,-74.014539999999997
2013-01-14 12:27:00,40.715086999999997,-74.014892000000003
2013-01-14 09:17:00,40.714891999999999,-74.013972999999993
2013-01-14 14:27:00,40.714105000000004,-74.014382999999995
2013-01-14 13:02:00,40.714272000000001,-74.014807000000005
2013-01-14 09:21:00,40.714376999999999,-74.014082000000002
2013-01-14 16:09:00,40.714165000000001,-74.014593000000005
2013-01-14 14:26:00,40.714173000000002,-74.014482999999998
2013-01-14 15:46:00,40.714106999999998,-74.014075000000005
2013-01-14 14:05:00,40.715161999999999,-74.014823000000007
2013-01-14 17:20:00,40.714461999999997,-74.014156999999997
2013-01-14 13:28:00,40.714402,-74.014775
2013-01-14 17:47:00,40.714342000000002,-74.014116999999999
2013-01-14 16:05:00,40.715187,-74.014105000000001
2013-01-14 10:57:00,40.714475,-74.014865
2013-01-14 18:50:00,40.715077999999998,-74.014377999999994
2013-01-14 18:43:00,40.714216999999998,-74.014799999999994
2013-01-14 18:28:00,40.715183000000003,-74.014937000000003
2013-01-14 18:32:00,40.714902000000002,-74.014942000000005
2013-01-14 20:31:00,40.715062000000003,-74.014167
2013-01-14 20:02:00,40.714326999999997,-74.014830000000003
2013-01-14 21:08:00,40.715274999999998,-74.01482
2013-01-15 01:55:00,40.714306999999998,-74.014182000000005
2013-01-15 08:36:00,40.714176999999999,-74.014200000000002
2013-01-15 09:18:00,40.714709999999997,-74.014182000000005
2013-01-15 07:21:00,40.714329999999997,-74.014489999999995
2013-01-15 08:47:00,40.714182999999998,-74.014584999999997
2013-01-15 07:23:00,40.715257000000001,-74.014444999999995
2013-01-15 08:19:00,40.714500000000001,-74.013990000000007
2013-01-15 08:21:00,40.714244999999998,-74.013999999999996
2013-01-15 09:30:00,40.714705000000002,-74.014238000000006
2013-01-15 09:29:00,40.714292,-74.014345000000006
2013-01-15 09:02:00,40.714367000000003,-74.014148000000006
2013-01-15 08:08:00,40.714112,-74.014137000000005
2013-01-15 08:19:00,40.714441999999998,-74.014092000000005
2013-01-15 08:17:00,40.714703,-74.014353
2013-01-15 09:41:00,40.714570000000002,-74.014125000000007
2013-01-15 07:56:00,40.715226999999999,-74.014373000000006
2013-01-15 08:16:00,40.714537,-74.014217000000002
2013-01-15 07:51:00,40.714157,-74.014182000000005
2013-01-15 08:26:00,40.714244999999998,-74.013999999999996
2013-01-15 08:19:00,40.714227000000001,-74.014673000000002
2013-01-15 11:25:00,40.714346999999997,-74.013981999999999
2013-01-15 09:18:00,40.714441999999998,-74.013981999999999
2013-01-15 09:51:00,40.714416999999997,-74.014300000000006
2013-01-15 07:55:00,40.714930000000003,-74.014195000000001
2013-01-15 08:22:00,40.714306999999998,-74.014155000000002
2013-01-15 09:13:00,40.715105000000001,-74.014089999999996
2013-01-15 10:52:00,40.714567000000002,-74.014745000000005
2013-01-15 11:40:00,40.714396999999998,-74.013968000000006
2013-01-15 12:22:00,40.715192000000002,-74.014077
2013-01-15 13:44:00,40.714346999999997,-74.014026999999999
2013-01-15 09:26:00,40.714976999999998,-74.014511999999996
2013-01-15 11:43:00,40.714212000000003,-74.014529999999993
2013-01-15 11:05:00,40.714193000000002,-74.014349999999993
2013-01-15 12:05:00,40.714337,-74.014362000000006
2013-01-15 12:36:00,40.714207000000002,-74.014617000000001
2013-01-15 09:42:00,40.714187000000003,-74.014421999999996
2013-01-15 11:20:00,40.714284999999997,-74.014122
2013-01-15 13:18:00,40.714646999999999,-74.014709999999994
2013-01-15 13:51:00,40.715142,-74.013992000000002
2013-01-15 11:03:00,40.714171999999998,-74.014454999999998
2013-01-15 13:12:00,40.714255000000001,-74.014013000000006
2013-01-15 15:46:00,40.714106999999998,-74.014859999999999
2013-01-15 14:08:00,40.714281999999997,-74.014238000000006
2013-01-15 13:58:00,40.714522000000002,-74.014696999999998
2013-01-15 13:54:00,40.714477000000002,-74.014182000000005
2013-01-15 14:40:00,40.714244999999998,-74.014516999999998
2013-01-15 15:40:00,40.714252000000002,-74.014022999999995
2013-01-15 16:14:00,40.714151999999999,-74.014210000000006
2013-01-15 13:56:00,40.714872,-74.014172000000002
2013-01-15 17:44:00,40.714131999999999,-74.014251999999999
2013-01-15 14:52:00,40.715046999999998,-74.014002000000005
2013-01-15 19:34:00,40.714312999999997,-74.014835000000005
2013-01-15 18:58:00,40.714289999999998,-74.014026999999999
2013-01-15 20:06:00,40.715217000000003,-74.014532000000003
2013-01-15 20:52:00,40.714174999999997,-74.014296999999999
